Municipio código	Municipio nombre	REGTENEN ORDEN	Régimen de tenencia (agregado)	Régimen de tenencia (detalle)	Número hogares
50153	Magallón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
50153	Magallón		Otra forma	Otra forma	43
50154	Mainar		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
50154	Mainar		Otra forma	Otra forma	2
50155	Malanquilla		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50155	Malanquilla		Otra forma	Otra forma	7
50156	Maleján		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50157	Malón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50157	Malón		Otra forma	Otra forma	7
50159	Maluenda		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	12
50159	Maluenda		Otra forma	Otra forma	4
50160	Mallén		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	22
50160	Mallén		Otra forma	Otra forma	79
50161	Manchones		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50161	Manchones		Otra forma	Otra forma	2
50162	Mara		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50162	Mara		Otra forma	Otra forma	16
50163	María de Huerva		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
50163	María de Huerva		Otra forma	Otra forma	11
50164	Mediana de Aragón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	15
50164	Mediana de Aragón		Otra forma	Otra forma	8
50165	Mequinenza		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	41
50165	Mequinenza		Otra forma	Otra forma	24
50166	Mesones de Isuela		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50167	Mezalocha		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50167	Mezalocha		Otra forma	Otra forma	6
50168	Mianos		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50168	Mianos		Otra forma	Otra forma	1
50169	Miedes de Aragón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50169	Miedes de Aragón		Otra forma	Otra forma	5
50170	Monegrillo		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
50170	Monegrillo		Otra forma	Otra forma	1
50171	Moneva		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
50171	Moneva		Otra forma	Otra forma	1
50172	Monreal de Ariza		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
50172	Monreal de Ariza		Otra forma	Otra forma	4
50173	Monterde		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50173	Monterde		Otra forma	Otra forma	10
50174	Montón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50174	Montón		Otra forma	Otra forma	6
50175	Morata de Jalón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	22
50175	Morata de Jalón		Otra forma	Otra forma	56
50176	Morata de Jiloca		Otra forma	Otra forma	4
50177	Morés		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
50177	Morés		Otra forma	Otra forma	13
50178	Moros		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	9
50178	Moros		Otra forma	Otra forma	43
50180	Mozota		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50181	Muel		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	30
50181	Muel		Otra forma	Otra forma	16
50182	Muela (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	15
50182	Muela (La)		Otra forma	Otra forma	20
50183	Munébrega		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
50183	Munébrega		Otra forma	Otra forma	2
50184	Murero		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50184	Murero		Otra forma	Otra forma	2
50185	Murillo de Gállego		Otra forma	Otra forma	3
50186	Navardún		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50187	Nigüella		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50188	Nombrevilla		Otra forma	Otra forma	2
50189	Nonaspe		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	5
50189	Nonaspe		Otra forma	Otra forma	15
50190	Novallas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	11
50190	Novallas		Otra forma	Otra forma	6
50191	Novillas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	22
50191	Novillas		Otra forma	Otra forma	2
50192	Nuévalos		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	11
50192	Nuévalos		Otra forma	Otra forma	12
50193	Nuez de Ebro		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	6
50193	Nuez de Ebro		Otra forma	Otra forma	7
50194	Olvés		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50194	Olvés		Otra forma	Otra forma	2
50195	Orcajo		Otra forma	Otra forma	1
50196	Orera		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50196	Orera		Otra forma	Otra forma	2
50197	Orés		Otra forma	Otra forma	10
50199	Osera de Ebro		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
50199	Osera de Ebro		Otra forma	Otra forma	7
50200	Paniza		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	12
50200	Paniza		Otra forma	Otra forma	3
50201	Paracuellos de Jiloca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
50201	Paracuellos de Jiloca		Otra forma	Otra forma	4
50202	Paracuellos de la Ribera		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50203	Pastriz		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50203	Pastriz		Otra forma	Otra forma	21
50204	Pedrola		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	50
50204	Pedrola		Otra forma	Otra forma	16
50205	Pedrosas (Las)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50205	Pedrosas (Las)		Otra forma	Otra forma	3
50206	Perdiguera		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	8
50206	Perdiguera		Otra forma	Otra forma	10
50207	Piedratajada		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50207	Piedratajada		Otra forma	Otra forma	4
50208	Pina de Ebro		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	8
50208	Pina de Ebro		Otra forma	Otra forma	69
50209	Pinseque		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	10
50209	Pinseque		Otra forma	Otra forma	57
50210	Pintanos (Los)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50210	Pintanos (Los)		Otra forma	Otra forma	1
50211	Plasencia de Jalón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	15
50211	Plasencia de Jalón		Otra forma	Otra forma	1
50212	Pleitas		Otra forma	Otra forma	5
50213	Plenas		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50216	Pozuelo de Aragón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50216	Pozuelo de Aragón		Otra forma	Otra forma	4
50217	Pradilla de Ebro		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50217	Pradilla de Ebro		Otra forma	Otra forma	4
50218	Puebla de Albortón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50219	Puebla de Alfindén (La)		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	13
50219	Puebla de Alfindén (La)		Otra forma	Otra forma	23
50220	Puendeluna		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50220	Puendeluna		Otra forma	Otra forma	2
50222	Quinto		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	34
50222	Quinto		Otra forma	Otra forma	10
50223	Remolinos		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	34
50223	Remolinos		Otra forma	Otra forma	4
50224	Retascón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50224	Retascón		Otra forma	Otra forma	3
50225	Ricla		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	24
50225	Ricla		Otra forma	Otra forma	48
50227	Romanos		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50227	Romanos		Otra forma	Otra forma	1
50228	Rueda de Jalón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50228	Rueda de Jalón		Otra forma	Otra forma	1
50229	Ruesca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50229	Ruesca		Otra forma	Otra forma	3
50230	Sádaba		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	27
50230	Sádaba		Otra forma	Otra forma	18
50231	Salillas de Jalón		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50231	Salillas de Jalón		Otra forma	Otra forma	2
50232	Salvatierra de Esca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50232	Salvatierra de Esca		Otra forma	Otra forma	4
50233	Samper del Salz		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50233	Samper del Salz		Otra forma	Otra forma	1
50234	San Martín de la Virgen de Moncayo		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50234	San Martín de la Virgen de Moncayo		Otra forma	Otra forma	4
50235	San Mateo de Gállego		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	25
50235	San Mateo de Gállego		Otra forma	Otra forma	61
50236	Santa Cruz de Grío		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50236	Santa Cruz de Grío		Otra forma	Otra forma	1
50237	Santa Cruz de Moncayo		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50237	Santa Cruz de Moncayo		Otra forma	Otra forma	2
50238	Santa Eulalia de Gállego		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50238	Santa Eulalia de Gállego		Otra forma	Otra forma	5
50239	Santed		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50239	Santed		Otra forma	Otra forma	1
50240	Sástago		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	19
50240	Sástago		Otra forma	Otra forma	8
50241	Saviñán		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	18
50241	Saviñán		Otra forma	Otra forma	10
50242	Sediles		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50242	Sediles		Otra forma	Otra forma	5
50243	Sestrica		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	8
50243	Sestrica		Otra forma	Otra forma	3
50244	Sierra de Luna		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50244	Sierra de Luna		Otra forma	Otra forma	8
50245	Sigüés		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	9
50245	Sigüés		Otra forma	Otra forma	7
50247	Sobradiel		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50247	Sobradiel		Otra forma	Otra forma	9
50248	Sos del Rey Católico		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	11
50248	Sos del Rey Católico		Otra forma	Otra forma	19
50249	Tabuenca		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	27
50249	Tabuenca		Otra forma	Otra forma	27
50250	Talamantes		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50250	Talamantes		Otra forma	Otra forma	1
50251	Tarazona		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	83
50251	Tarazona		Otra forma	Otra forma	78
50252	Tauste		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	86
50252	Tauste		Otra forma	Otra forma	132
50253	Terrer		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
50253	Terrer		Otra forma	Otra forma	31
50254	Tierga		Otra forma	Otra forma	7
50255	Tobed		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50255	Tobed		Otra forma	Otra forma	4
50256	Torralba de los Frailes		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	1
50256	Torralba de los Frailes		Otra forma	Otra forma	1
50257	Torralba de Ribota		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	4
50257	Torralba de Ribota		Otra forma	Otra forma	10
50258	Torralbilla		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	2
50258	Torralbilla		Otra forma	Otra forma	7
50259	Torrehermosa		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	3
50261	Torrellas		Otra forma	Otra forma	8
50262	Torres de Berrellén		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	15
50262	Torres de Berrellén		Otra forma	Otra forma	30
50263	Torrijo de la Cañada		Cedida gratis o a bajo precio por otro hogar, la empresa,¿	Cedida gratis o a bajo precio por otro hogar, la empresa,¿	7
50263	Torrijo de la Cañada		Otra forma	Otra forma	4
