Municipio código	Municipio nombre	Tipo edificio (agregado)	Tipo edificio (detalle)	Número de edificios
50219	Puebla de Alfindén (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	16
50220	Puendeluna	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50220	Puendeluna	Otro tipo	Locales	1
50220	Puendeluna	Principalmente vivienda	Edificio sólo con una vivienda familiar	62
50220	Puendeluna	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
50221	Purujosa	Otro tipo	Locales	3
50221	Purujosa	Principalmente vivienda	Edificio sólo con una vivienda familiar	31
50221	Purujosa	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
50222	Quinto	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50222	Quinto	Otro tipo	Locales	329
50222	Quinto	Principalmente vivienda	Edificio sólo con una vivienda familiar	858
50222	Quinto	Principalmente vivienda	Edificio sólo con varias viviendas familiares	82
50222	Quinto	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	42
50222	Quinto	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	1
50223	Remolinos	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	23
50223	Remolinos	Otro tipo	Locales	38
50223	Remolinos	Principalmente vivienda	Edificio sólo con una vivienda familiar	442
50223	Remolinos	Principalmente vivienda	Edificio sólo con varias viviendas familiares	47
50223	Remolinos	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	9
50224	Retascón	Otro tipo	Locales	3
50224	Retascón	Principalmente vivienda	Edificio sólo con una vivienda familiar	88
50224	Retascón	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
50224	Retascón	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
50225	Ricla	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50225	Ricla	Otro tipo	Locales	117
50225	Ricla	Principalmente vivienda	Edificio sólo con una vivienda familiar	654
50225	Ricla	Principalmente vivienda	Edificio sólo con varias viviendas familiares	177
50225	Ricla	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	32
50225	Ricla	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	1
50227	Romanos	Otro tipo	Locales	7
50227	Romanos	Principalmente vivienda	Edificio sólo con una vivienda familiar	93
50227	Romanos	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
50228	Rueda de Jalón	Otro tipo	Locales	8
50228	Rueda de Jalón	Principalmente vivienda	Edificio sólo con una vivienda familiar	198
50228	Rueda de Jalón	Principalmente vivienda	Edificio sólo con varias viviendas familiares	6
50228	Rueda de Jalón	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
50228	Rueda de Jalón	Principalmente vivienda	Alojamientos	1
50229	Ruesca	Otro tipo	Locales	2
50229	Ruesca	Principalmente vivienda	Edificio sólo con una vivienda familiar	58
50229	Ruesca	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
50229	Ruesca	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
50230	Sádaba	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	3
50230	Sádaba	Otro tipo	Locales	31
50230	Sádaba	Principalmente vivienda	Edificio sólo con una vivienda familiar	562
50230	Sádaba	Principalmente vivienda	Edificio sólo con varias viviendas familiares	124
50230	Sádaba	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	22
50230	Sádaba	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	1
50230	Sádaba	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hospitales, instituciones para discapacitados,¿	2
50231	Salillas de Jalón	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50231	Salillas de Jalón	Otro tipo	Locales	12
50231	Salillas de Jalón	Principalmente vivienda	Edificio sólo con una vivienda familiar	173
50231	Salillas de Jalón	Principalmente vivienda	Edificio sólo con varias viviendas familiares	12
50231	Salillas de Jalón	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	8
50231	Salillas de Jalón	Principalmente vivienda	Alojamientos	8
50232	Salvatierra de Esca	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50232	Salvatierra de Esca	Otro tipo	Locales	5
50232	Salvatierra de Esca	Principalmente vivienda	Edificio sólo con una vivienda familiar	210
50232	Salvatierra de Esca	Principalmente vivienda	Edificio sólo con varias viviendas familiares	9
50232	Salvatierra de Esca	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	8
50233	Samper del Salz	Otro tipo	Locales	15
50233	Samper del Salz	Principalmente vivienda	Edificio sólo con una vivienda familiar	113
50233	Samper del Salz	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
50233	Samper del Salz	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
50234	San Martín de la Virgen de Moncayo	Otro tipo	Locales	28
50234	San Martín de la Virgen de Moncayo	Principalmente vivienda	Edificio sólo con una vivienda familiar	99
50234	San Martín de la Virgen de Moncayo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	18
50234	San Martín de la Virgen de Moncayo	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	5
50235	San Mateo de Gállego	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50235	San Mateo de Gállego	Otro tipo	Locales	25
50235	San Mateo de Gállego	Principalmente vivienda	Edificio sólo con una vivienda familiar	898
50235	San Mateo de Gállego	Principalmente vivienda	Edificio sólo con varias viviendas familiares	87
50235	San Mateo de Gállego	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	32
50236	Santa Cruz de Grío	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
50236	Santa Cruz de Grío	Otro tipo	Locales	2
50236	Santa Cruz de Grío	Principalmente vivienda	Edificio sólo con una vivienda familiar	104
50236	Santa Cruz de Grío	Principalmente vivienda	Edificio sólo con varias viviendas familiares	31
50236	Santa Cruz de Grío	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	5
50237	Santa Cruz de Moncayo	Otro tipo	Locales	9
50237	Santa Cruz de Moncayo	Principalmente vivienda	Edificio sólo con una vivienda familiar	102
50237	Santa Cruz de Moncayo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
50237	Santa Cruz de Moncayo	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
50238	Santa Eulalia de Gállego	Principalmente vivienda	Edificio sólo con una vivienda familiar	102
50238	Santa Eulalia de Gállego	Principalmente vivienda	Edificio sólo con varias viviendas familiares	7
50239	Santed	Otro tipo	Locales	2
50239	Santed	Principalmente vivienda	Edificio sólo con una vivienda familiar	76
50240	Sástago	Otro tipo	Locales	57
50240	Sástago	Principalmente vivienda	Edificio sólo con una vivienda familiar	668
50240	Sástago	Principalmente vivienda	Edificio sólo con varias viviendas familiares	36
50240	Sástago	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	37
50241	Saviñán	Otro tipo	Locales	3
50241	Saviñán	Principalmente vivienda	Edificio sólo con una vivienda familiar	379
50241	Saviñán	Principalmente vivienda	Edificio sólo con varias viviendas familiares	63
50241	Saviñán	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	11
50242	Sediles	Principalmente vivienda	Edificio sólo con una vivienda familiar	42
50242	Sediles	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
50243	Sestrica	Otro tipo	Locales	6
50243	Sestrica	Principalmente vivienda	Edificio sólo con una vivienda familiar	296
50243	Sestrica	Principalmente vivienda	Edificio sólo con varias viviendas familiares	22
50243	Sestrica	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
50244	Sierra de Luna	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	3
50244	Sierra de Luna	Otro tipo	Locales	7
50244	Sierra de Luna	Principalmente vivienda	Edificio sólo con una vivienda familiar	153
50244	Sierra de Luna	Principalmente vivienda	Edificio sólo con varias viviendas familiares	6
50244	Sierra de Luna	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	5
50245	Sigüés	Otro tipo	Locales	16
50245	Sigüés	Principalmente vivienda	Edificio sólo con una vivienda familiar	96
50245	Sigüés	Principalmente vivienda	Edificio sólo con varias viviendas familiares	13
50245	Sigüés	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	4
50246	Sisamón	Otro tipo	Locales	24
50246	Sisamón	Principalmente vivienda	Edificio sólo con una vivienda familiar	164
50246	Sisamón	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
50246	Sisamón	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
50247	Sobradiel	Otro tipo	Locales	54
50247	Sobradiel	Principalmente vivienda	Edificio sólo con una vivienda familiar	265
50247	Sobradiel	Principalmente vivienda	Edificio sólo con varias viviendas familiares	7
50247	Sobradiel	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	14
50247	Sobradiel	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hospitales, instituciones para discapacitados,¿	1
50248	Sos del Rey Católico	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	2
50248	Sos del Rey Católico	Otro tipo	Locales	17
50248	Sos del Rey Católico	Principalmente vivienda	Edificio sólo con una vivienda familiar	383
50248	Sos del Rey Católico	Principalmente vivienda	Edificio sólo con varias viviendas familiares	53
50248	Sos del Rey Católico	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	16
50248	Sos del Rey Católico	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hospitales, instituciones para discapacitados,¿	1
50249	Tabuenca	Otro tipo	Locales	9
50249	Tabuenca	Principalmente vivienda	Edificio sólo con una vivienda familiar	289
50249	Tabuenca	Principalmente vivienda	Edificio sólo con varias viviendas familiares	26
50249	Tabuenca	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
50250	Talamantes	Principalmente vivienda	Edificio sólo con una vivienda familiar	79
50250	Talamantes	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
50251	Tarazona	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	21
50251	Tarazona	Otro tipo	Locales	185
50251	Tarazona	Principalmente vivienda	Edificio sólo con una vivienda familiar	1501
50251	Tarazona	Principalmente vivienda	Edificio sólo con varias viviendas familiares	452
50251	Tarazona	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	243
50251	Tarazona	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hotel, albergue, pensión	1
50251	Tarazona	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	4
50252	Tauste	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	21
50252	Tauste	Otro tipo	Locales	159
50252	Tauste	Principalmente vivienda	Edificio sólo con una vivienda familiar	1541
50252	Tauste	Principalmente vivienda	Edificio sólo con varias viviendas familiares	283
50252	Tauste	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	156
50252	Tauste	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hotel, albergue, pensión	1
50252	Tauste	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	2
50253	Terrer	Otro tipo	Locales	3
50253	Terrer	Principalmente vivienda	Edificio sólo con una vivienda familiar	244
50253	Terrer	Principalmente vivienda	Edificio sólo con varias viviendas familiares	27
50253	Terrer	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	8
50254	Tierga	Otro tipo	Locales	5
50254	Tierga	Principalmente vivienda	Edificio sólo con una vivienda familiar	117
50254	Tierga	Principalmente vivienda	Edificio sólo con varias viviendas familiares	10
50254	Tierga	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	4
50255	Tobed	Otro tipo	Locales	11
50255	Tobed	Principalmente vivienda	Edificio sólo con una vivienda familiar	228
