Municipio código	Municipio nombre	Lugar trabajo o estudio	Personas residentes viviendas familiares	Situación preferente
44065	Castejón de Tornos	En otro municipio	17	Trabajadores
44066	Castel de Cabra	En mi propio domicilio	2	Trabajadores
44066	Castel de Cabra	En varios municipios (viajante, conductor,...)	2	Trabajadores
44066	Castel de Cabra	En este municipio	18	Trabajadores
44066	Castel de Cabra	En otro municipio	7	Estudiantes que no trabajan
44066	Castel de Cabra	En otro municipio	11	Trabajadores
44067	Castelnou	En mi propio domicilio	3	Trabajadores
44067	Castelnou	En varios municipios (viajante, conductor,...)	3	Trabajadores
44067	Castelnou	En este municipio	18	Trabajadores
44067	Castelnou	En otro municipio	1	Estudiantes que no trabajan
44067	Castelnou	En otro municipio	18	Trabajadores
44068	Castelserás	En mi propio domicilio	17	Trabajadores
44068	Castelserás	En varios municipios (viajante, conductor,...)	7	Trabajadores
44068	Castelserás	En este municipio	1	Estudiantes que no trabajan
44068	Castelserás	En este municipio	178	Trabajadores
44068	Castelserás	En otro municipio	45	Estudiantes que no trabajan
44068	Castelserás	En otro municipio	97	Trabajadores
44068	Castelserás	En otro país	1	Estudiantes que no trabajan
44068	Castelserás	En otro país	3	Trabajadores
44070	Castellar (El)	En este municipio	14	Trabajadores
44070	Castellar (El)	En otro municipio	3	Estudiantes que no trabajan
44070	Castellar (El)	En otro municipio	18	Trabajadores
44071	Castellote	En mi propio domicilio	1	Estudiantes que no trabajan
44071	Castellote	En mi propio domicilio	23	Trabajadores
44071	Castellote	En varios municipios (viajante, conductor,...)	13	Trabajadores
44071	Castellote	En este municipio	1	Estudiantes que no trabajan
44071	Castellote	En este municipio	146	Trabajadores
44071	Castellote	En otro municipio	23	Estudiantes que no trabajan
44071	Castellote	En otro municipio	74	Trabajadores
44071	Castellote	En otro país	1	Estudiantes que no trabajan
44074	Cedrillas	En mi propio domicilio	31	Trabajadores
44074	Cedrillas	En varios municipios (viajante, conductor,...)	28	Trabajadores
44074	Cedrillas	En este municipio	133	Trabajadores
44074	Cedrillas	En otro municipio	27	Estudiantes que no trabajan
44074	Cedrillas	En otro municipio	36	Trabajadores
44075	Celadas	En varios municipios (viajante, conductor,...)	1	Trabajadores
44075	Celadas	En este municipio	1	Estudiantes que no trabajan
44075	Celadas	En este municipio	78	Trabajadores
44075	Celadas	En otro municipio	21	Estudiantes que no trabajan
44075	Celadas	En otro municipio	66	Trabajadores
44076	Cella	En mi propio domicilio	60	Trabajadores
44076	Cella	En varios municipios (viajante, conductor,...)	102	Trabajadores
44076	Cella	En este municipio	24	Estudiantes que no trabajan
44076	Cella	En este municipio	575	Trabajadores
44076	Cella	En otro municipio	170	Estudiantes que no trabajan
44076	Cella	En otro municipio	376	Trabajadores
44076	Cella	En otro país	3	Estudiantes que no trabajan
44076	Cella	En otro país	10	Trabajadores
44077	Cerollera (La)	En este municipio	16	Trabajadores
44077	Cerollera (La)	En otro municipio	4	Estudiantes que no trabajan
44077	Cerollera (La)	En otro municipio	19	Trabajadores
44080	Codoñera (La)	En mi propio domicilio	4	Trabajadores
44080	Codoñera (La)	En varios municipios (viajante, conductor,...)	10	Trabajadores
44080	Codoñera (La)	En este municipio	86	Trabajadores
44080	Codoñera (La)	En otro municipio	13	Estudiantes que no trabajan
44080	Codoñera (La)	En otro municipio	25	Trabajadores
44082	Corbalán	En varios municipios (viajante, conductor,...)	8	Trabajadores
44082	Corbalán	En este municipio	5	Trabajadores
44082	Corbalán	En otro municipio	1	Estudiantes que no trabajan
44082	Corbalán	En otro municipio	19	Trabajadores
44084	Cortes de Aragón	En mi propio domicilio	2	Trabajadores
44084	Cortes de Aragón	En varios municipios (viajante, conductor,...)	1	Trabajadores
44084	Cortes de Aragón	En este municipio	12	Trabajadores
44084	Cortes de Aragón	En otro municipio	4	Estudiantes que no trabajan
44084	Cortes de Aragón	En otro municipio	11	Trabajadores
44085	Cosa	En este municipio	20	Trabajadores
44085	Cosa	En otro municipio	4	Estudiantes que no trabajan
44085	Cosa	En otro municipio	10	Trabajadores
44086	Cretas	En mi propio domicilio	22	Trabajadores
44086	Cretas	En varios municipios (viajante, conductor,...)	2	Trabajadores
44086	Cretas	En este municipio	1	Estudiantes que no trabajan
44086	Cretas	En este municipio	139	Trabajadores
44086	Cretas	En otro municipio	31	Estudiantes que no trabajan
44086	Cretas	En otro municipio	57	Trabajadores
44087	Crivillén	En mi propio domicilio	1	Trabajadores
44087	Crivillén	En varios municipios (viajante, conductor,...)	8	Trabajadores
44087	Crivillén	En este municipio	1	Estudiantes que no trabajan
44087	Crivillén	En este municipio	17	Trabajadores
44087	Crivillén	En otro municipio	4	Estudiantes que no trabajan
44087	Crivillén	En otro municipio	4	Trabajadores
44088	Cuba (La)	En mi propio domicilio	1	Trabajadores
44088	Cuba (La)	En este municipio	15	Trabajadores
44088	Cuba (La)	En otro municipio	5	Estudiantes que no trabajan
44088	Cuba (La)	En otro municipio	3	Trabajadores
44089	Cubla	En este municipio	4	Trabajadores
44089	Cubla	En otro municipio	1	Estudiantes que no trabajan
44089	Cubla	En otro municipio	6	Trabajadores
44090	Cucalón	En varios municipios (viajante, conductor,...)	2	Trabajadores
44090	Cucalón	En este municipio	1	Estudiantes que no trabajan
44090	Cucalón	En este municipio	15	Trabajadores
44090	Cucalón	En otro municipio	4	Estudiantes que no trabajan
44090	Cucalón	En otro municipio	15	Trabajadores
44092	Cuervo (El)	En mi propio domicilio	1	Trabajadores
44092	Cuervo (El)	En varios municipios (viajante, conductor,...)	3	Trabajadores
44092	Cuervo (El)	En este municipio	3	Estudiantes que no trabajan
44092	Cuervo (El)	En este municipio	17	Trabajadores
44092	Cuervo (El)	En otro municipio	2	Estudiantes que no trabajan
44092	Cuervo (El)	En otro municipio	6	Trabajadores
44093	Cuevas de Almudén	En mi propio domicilio	11	Trabajadores
44093	Cuevas de Almudén	En varios municipios (viajante, conductor,...)	6	Trabajadores
44093	Cuevas de Almudén	En este municipio	3	Trabajadores
44093	Cuevas de Almudén	En otro municipio	10	Estudiantes que no trabajan
44093	Cuevas de Almudén	En otro municipio	10	Trabajadores
44094	Cuevas Labradas	En varios municipios (viajante, conductor,...)	4	Trabajadores
44094	Cuevas Labradas	En este municipio	15	Trabajadores
44094	Cuevas Labradas	En otro municipio	6	Estudiantes que no trabajan
44094	Cuevas Labradas	En otro municipio	38	Trabajadores
44096	Ejulve	En mi propio domicilio	10	Trabajadores
44096	Ejulve	En varios municipios (viajante, conductor,...)	11	Trabajadores
44096	Ejulve	En este municipio	19	Trabajadores
44096	Ejulve	En otro municipio	6	Estudiantes que no trabajan
44096	Ejulve	En otro municipio	12	Trabajadores
44097	Escorihuela	En mi propio domicilio	1	Trabajadores
44097	Escorihuela	En varios municipios (viajante, conductor,...)	11	Trabajadores
44097	Escorihuela	En este municipio	20	Trabajadores
44097	Escorihuela	En otro municipio	7	Estudiantes que no trabajan
44097	Escorihuela	En otro municipio	17	Trabajadores
44099	Escucha	En mi propio domicilio	18	Trabajadores
44099	Escucha	En varios municipios (viajante, conductor,...)	21	Trabajadores
44099	Escucha	En este municipio	14	Estudiantes que no trabajan
44099	Escucha	En este municipio	189	Trabajadores
44099	Escucha	En otro municipio	47	Estudiantes que no trabajan
44099	Escucha	En otro municipio	131	Trabajadores
44100	Estercuel	En mi propio domicilio	1	Estudiantes que no trabajan
44100	Estercuel	En mi propio domicilio	6	Trabajadores
44100	Estercuel	En varios municipios (viajante, conductor,...)	6	Trabajadores
44100	Estercuel	En este municipio	50	Trabajadores
44100	Estercuel	En otro municipio	15	Estudiantes que no trabajan
44100	Estercuel	En otro municipio	21	Trabajadores
44101	Ferreruela de Huerva	En este municipio	15	Trabajadores
44101	Ferreruela de Huerva	En otro municipio	7	Estudiantes que no trabajan
44101	Ferreruela de Huerva	En otro municipio	6	Trabajadores
44102	Fonfría	En mi propio domicilio	1	Trabajadores
44102	Fonfría	En este municipio	5	Trabajadores
44102	Fonfría	En otro municipio	2	Trabajadores
44103	Formiche Alto	En mi propio domicilio	5	Trabajadores
44103	Formiche Alto	En varios municipios (viajante, conductor,...)	1	Trabajadores
44103	Formiche Alto	En este municipio	34	Trabajadores
44103	Formiche Alto	En otro municipio	4	Estudiantes que no trabajan
44103	Formiche Alto	En otro municipio	30	Trabajadores
44105	Fórnoles	En mi propio domicilio	1	Trabajadores
44105	Fórnoles	En varios municipios (viajante, conductor,...)	3	Trabajadores
44105	Fórnoles	En este municipio	18	Trabajadores
44105	Fórnoles	En otro municipio	3	Estudiantes que no trabajan
44105	Fórnoles	En otro municipio	6	Trabajadores
44106	Fortanete	En mi propio domicilio	1	Estudiantes que no trabajan
44106	Fortanete	En mi propio domicilio	10	Trabajadores
44106	Fortanete	En varios municipios (viajante, conductor,...)	7	Trabajadores
44106	Fortanete	En este municipio	29	Trabajadores
44106	Fortanete	En otro municipio	7	Estudiantes que no trabajan
44106	Fortanete	En otro municipio	20	Trabajadores
44107	Foz-Calanda	En mi propio domicilio	1	Trabajadores
44107	Foz-Calanda	En varios municipios (viajante, conductor,...)	2	Trabajadores
44107	Foz-Calanda	En este municipio	52	Trabajadores
44107	Foz-Calanda	En otro municipio	6	Estudiantes que no trabajan
44107	Foz-Calanda	En otro municipio	33	Trabajadores
44107	Foz-Calanda	En otro país	1	Estudiantes que no trabajan
44107	Foz-Calanda	En otro país	1	Trabajadores
44108	Fresneda (La)	En mi propio domicilio	11	Trabajadores
44108	Fresneda (La)	En varios municipios (viajante, conductor,...)	20	Trabajadores
44108	Fresneda (La)	En este municipio	74	Trabajadores
44108	Fresneda (La)	En otro municipio	18	Estudiantes que no trabajan
44108	Fresneda (La)	En otro municipio	35	Trabajadores
44109	Frías de Albarracín	En mi propio domicilio	1	Trabajadores
44109	Frías de Albarracín	En varios municipios (viajante, conductor,...)	3	Trabajadores
44109	Frías de Albarracín	En este municipio	29	Trabajadores
44109	Frías de Albarracín	En otro municipio	6	Estudiantes que no trabajan
44109	Frías de Albarracín	En otro municipio	21	Trabajadores
44110	Fuenferrada	En este municipio	5	Trabajadores
44110	Fuenferrada	En otro municipio	2	Estudiantes que no trabajan
44110	Fuenferrada	En otro municipio	6	Trabajadores
44111	Fuentes Calientes	En mi propio domicilio	2	Trabajadores
44111	Fuentes Calientes	En varios municipios (viajante, conductor,...)	1	Trabajadores
44111	Fuentes Calientes	En este municipio	31	Trabajadores
44111	Fuentes Calientes	En otro municipio	8	Estudiantes que no trabajan
44111	Fuentes Calientes	En otro municipio	13	Trabajadores
44112	Fuentes Claras	En mi propio domicilio	16	Trabajadores
44112	Fuentes Claras	En varios municipios (viajante, conductor,...)	1	Estudiantes que no trabajan
44112	Fuentes Claras	En varios municipios (viajante, conductor,...)	7	Trabajadores
44112	Fuentes Claras	En este municipio	83	Trabajadores
44112	Fuentes Claras	En otro municipio	32	Estudiantes que no trabajan
44112	Fuentes Claras	En otro municipio	102	Trabajadores
44112	Fuentes Claras	En otro país	2	Trabajadores
44113	Fuentes de Rubielos	En mi propio domicilio	1	Trabajadores
44113	Fuentes de Rubielos	En varios municipios (viajante, conductor,...)	2	Trabajadores
44113	Fuentes de Rubielos	En este municipio	21	Trabajadores
44113	Fuentes de Rubielos	En otro municipio	2	Trabajadores
44114	Fuentespalda	En mi propio domicilio	6	Trabajadores
44114	Fuentespalda	En varios municipios (viajante, conductor,...)	8	Trabajadores
44114	Fuentespalda	En este municipio	78	Trabajadores
44114	Fuentespalda	En otro municipio	25	Estudiantes que no trabajan
44114	Fuentespalda	En otro municipio	37	Trabajadores
44115	Galve	En mi propio domicilio	3	Trabajadores
44115	Galve	En varios municipios (viajante, conductor,...)	4	Trabajadores
44115	Galve	En este municipio	1	Estudiantes que no trabajan
44115	Galve	En este municipio	34	Trabajadores
44115	Galve	En otro municipio	5	Estudiantes que no trabajan
44115	Galve	En otro municipio	9	Trabajadores
44116	Gargallo	En varios municipios (viajante, conductor,...)	1	Trabajadores
44116	Gargallo	En este municipio	26	Trabajadores
44116	Gargallo	En otro municipio	2	Estudiantes que no trabajan
44116	Gargallo	En otro municipio	15	Trabajadores
44117	Gea de Albarracín	En mi propio domicilio	9	Trabajadores
44117	Gea de Albarracín	En varios municipios (viajante, conductor,...)	7	Trabajadores
44117	Gea de Albarracín	En este municipio	3	Estudiantes que no trabajan
44117	Gea de Albarracín	En este municipio	36	Trabajadores
44117	Gea de Albarracín	En otro municipio	19	Estudiantes que no trabajan
44117	Gea de Albarracín	En otro municipio	77	Trabajadores
44117	Gea de Albarracín	En otro país	1	Estudiantes que no trabajan
44117	Gea de Albarracín	En otro país	1	Trabajadores
44118	Ginebrosa (La)	En mi propio domicilio	1	Trabajadores
44118	Ginebrosa (La)	En varios municipios (viajante, conductor,...)	6	Trabajadores
44118	Ginebrosa (La)	En este municipio	60	Trabajadores
44118	Ginebrosa (La)	En otro municipio	7	Estudiantes que no trabajan
44118	Ginebrosa (La)	En otro municipio	13	Trabajadores
44119	Griegos	En mi propio domicilio	2	Estudiantes que no trabajan
44119	Griegos	En mi propio domicilio	5	Trabajadores
44119	Griegos	En varios municipios (viajante, conductor,...)	2	Trabajadores
44119	Griegos	En este municipio	27	Trabajadores
44119	Griegos	En otro municipio	7	Estudiantes que no trabajan
44119	Griegos	En otro municipio	15	Trabajadores
44120	Guadalaviar	En mi propio domicilio	4	Trabajadores
44120	Guadalaviar	En varios municipios (viajante, conductor,...)	32	Trabajadores
44120	Guadalaviar	En este municipio	39	Trabajadores
44120	Guadalaviar	En otro municipio	15	Estudiantes que no trabajan
44120	Guadalaviar	En otro municipio	18	Trabajadores
44121	Gúdar	En mi propio domicilio	2	Trabajadores
44121	Gúdar	En varios municipios (viajante, conductor,...)	1	Trabajadores
44121	Gúdar	En este municipio	22	Trabajadores
44121	Gúdar	En otro municipio	1	Estudiantes que no trabajan
44121	Gúdar	En otro municipio	5	Trabajadores
44122	Híjar	En mi propio domicilio	2	Estudiantes que no trabajan
44122	Híjar	En mi propio domicilio	37	Trabajadores
44122	Híjar	En varios municipios (viajante, conductor,...)	55	Trabajadores
44122	Híjar	En este municipio	24	Estudiantes que no trabajan
44122	Híjar	En este municipio	368	Trabajadores
44122	Híjar	En otro municipio	76	Estudiantes que no trabajan
44122	Híjar	En otro municipio	213	Trabajadores
44122	Híjar	En otro país	1	Estudiantes que no trabajan
44123	Hinojosa de Jarque	En mi propio domicilio	14	Trabajadores
44123	Hinojosa de Jarque	En varios municipios (viajante, conductor,...)	9	Trabajadores
44123	Hinojosa de Jarque	En este municipio	6	Trabajadores
44123	Hinojosa de Jarque	En otro municipio	7	Estudiantes que no trabajan
44123	Hinojosa de Jarque	En otro municipio	19	Trabajadores
44124	Hoz de la Vieja (La)	En mi propio domicilio	12	Trabajadores
44124	Hoz de la Vieja (La)	En varios municipios (viajante, conductor,...)	4	Trabajadores
44124	Hoz de la Vieja (La)	En este municipio	4	Trabajadores
44124	Hoz de la Vieja (La)	En otro municipio	3	Estudiantes que no trabajan
44124	Hoz de la Vieja (La)	En otro municipio	12	Trabajadores
44125	Huesa del Común	En varios municipios (viajante, conductor,...)	2	Trabajadores
44125	Huesa del Común	En este municipio	1	Estudiantes que no trabajan
44125	Huesa del Común	En este municipio	24	Trabajadores
44125	Huesa del Común	En otro municipio	5	Estudiantes que no trabajan
44125	Huesa del Común	En otro municipio	15	Trabajadores
44126	Iglesuela del Cid (La)	En mi propio domicilio	25	Trabajadores
44126	Iglesuela del Cid (La)	En varios municipios (viajante, conductor,...)	7	Trabajadores
