Municipio código	Municipio nombre	Superficie útil agrupada (m2)	Número de viviendas
44128	Jarque de la Val	045 o menos	1
44128	Jarque de la Val	046 - 060	2
44128	Jarque de la Val	061 - 075	3
44128	Jarque de la Val	076 - 090	1
44128	Jarque de la Val	091 - 105	5
44128	Jarque de la Val	106 - 120	8
44128	Jarque de la Val	121 - 150	7
44128	Jarque de la Val	151 o más	12
44129	Jatiel	046 - 060	2
44129	Jatiel	076 - 090	2
44129	Jatiel	091 - 105	9
44129	Jatiel	106 - 120	4
44129	Jatiel	121 - 150	8
44130	Jorcas	045 o menos	1
44130	Jorcas	061 - 075	1
44130	Jorcas	076 - 090	4
44130	Jorcas	091 - 105	6
44130	Jorcas	106 - 120	1
44130	Jorcas	121 - 150	5
44130	Jorcas	151 o más	2
44131	Josa	046 - 060	4
44131	Josa	061 - 075	3
44131	Josa	076 - 090	3
44131	Josa	091 - 105	3
44131	Josa	106 - 120	5
44131	Josa	121 - 150	1
44131	Josa	151 o más	1
44132	Lagueruela	045 o menos	2
44132	Lagueruela	046 - 060	2
44132	Lagueruela	061 - 075	2
44132	Lagueruela	076 - 090	10
44132	Lagueruela	091 - 105	8
44132	Lagueruela	106 - 120	2
44132	Lagueruela	121 - 150	2
44132	Lagueruela	151 o más	4
44133	Lanzuela	046 - 060	1
44133	Lanzuela	076 - 090	1
44133	Lanzuela	091 - 105	3
44133	Lanzuela	106 - 120	1
44133	Lanzuela	121 - 150	6
44133	Lanzuela	151 o más	2
44135	Libros	045 o menos	10
44135	Libros	046 - 060	12
44135	Libros	061 - 075	6
44135	Libros	076 - 090	10
44135	Libros	091 - 105	9
44135	Libros	106 - 120	7
44135	Libros	121 - 150	13
44135	Libros	151 o más	8
44136	Lidón	046 - 060	1
44136	Lidón	061 - 075	1
44136	Lidón	076 - 090	4
44136	Lidón	091 - 105	7
44136	Lidón	106 - 120	11
44136	Lidón	121 - 150	8
44136	Lidón	151 o más	7
44137	Linares de Mora	045 o menos	10
44137	Linares de Mora	046 - 060	22
44137	Linares de Mora	061 - 075	20
44137	Linares de Mora	076 - 090	31
44137	Linares de Mora	091 - 105	21
44137	Linares de Mora	106 - 120	7
